Client_ID,Applied,Approved,Total_Tradelines_6m_In,Total_Tradelines_1y_In,Total_Tradelines_2y_In,Max_Trade_3m_Out,Total_Enquiry_6m_In,Total_Enquiry_1y_In,Total_Enquiry_2y_In,Target,Approval_Rate,Enquiry_Intensity,Tradeline_Growth,Debt_Pressure,Behavioral_Risk_Score,Risk_Segment
116214,3,3,14.0,14,32,10006,5.0,14.0,17,1,1.0,0.35714285714285715,6.0,667.0666666666667,0.34811042370487094,Medium
116215,3,3,19.0,27,36,12366,6.0,22.0,28,1,1.0,0.2727272727272727,10.0,618.3,0.3747124320416499,Medium
116216,2,1,3.0,15,28,19383,2.0,7.0,12,1,0.5,0.2857142857142857,-4.0,4845.75,0.25524878435539006,Low
116217,1,1,0.0,8,30,19513,14.0,14.0,14,1,1.0,1.0,-7.5,19513.0,0.6898611807470544,High
116218,3,3,17.0,17,19,16288,11.0,14.0,29,1,1.0,0.7857142857142857,12.25,904.8888888888889,0.5817477560646275,High
116219,1,1,10.0,10,36,16212,1.0,16.0,16,1,1.0,0.0625,1.0,1473.8181818181818,0.19393463020781898,Low
116220,0,0,14.0,28,28,6363,13.0,15.0,28,0,0.0,0.8666666666666667,7.0,424.2,0.5277816425726303,High
116221,4,2,9.0,9,31,14889,9.0,10.0,10,1,0.5,0.9,1.25,1488.9,0.476825575889251,High
116222,2,2,10.0,13,21,1040,12.0,18.0,24,1,1.0,0.6666666666666666,4.75,94.54545454545455,0.424355582650268,Medium
116223,2,2,5.0,19,24,9245,9.0,14.0,27,1,1.0,0.6428571428571429,-1.0,1540.8333333333333,0.360729232572113,Medium
116224,1,1,6.0,21,23,8177,11.0,20.0,27,1,1.0,0.55,0.25,1168.142857142857,0.34090932604344487,Medium
116225,4,2,19.0,24,24,4716,5.0,8.0,34,1,0.5,0.625,13.0,235.8,0.5274107615386758,High
116226,2,1,6.0,21,21,14788,7.0,23.0,27,1,0.5,0.30434782608695654,0.75,2112.5714285714284,0.28175359438248143,Low
116227,3,0,2.0,27,27,13414,6.0,19.0,23,0,0.0,0.3157894736842105,-4.75,4471.333333333333,0.24859969448146144,Low
116229,4,1,6.0,9,18,7218,1.0,6.0,31,1,0.25,0.16666666666666666,1.5,1031.142857142857,0.2282030295614527,Low
116231,1,1,1.0,12,35,2513,11.0,16.0,30,1,1.0,0.6875,-7.75,1256.5,0.27710822818305897,Low
116232,1,1,14.0,19,31,18951,13.0,20.0,28,1,1.0,0.65,6.25,1263.4,0.4591679897495891,High
116233,1,1,4.0,5,31,1693,8.0,20.0,20,1,1.0,0.4,-3.75,338.6,0.2214899306426005,Low
116234,0,0,6.0,26,26,17983,8.0,15.0,23,0,0.0,0.5333333333333333,-0.5,2569.0,0.34834910587448814,Medium
116235,4,2,2.0,26,26,12729,4.0,5.0,29,1,0.5,0.8,-4.5,4243.0,0.4096593757834044,Medium
116236,3,0,4.0,6,18,13236,4.0,12.0,12,0,0.0,0.3333333333333333,-0.5,2647.2,0.28298936659145985,Low
116237,3,3,7.0,8,34,5763,7.0,23.0,34,1,1.0,0.30434782608695654,-1.5,720.375,0.22723633561133696,Low
116238,3,3,0.0,7,26,14029,12.0,16.0,16,1,1.0,0.75,-6.5,14029.0,0.5287646931840339,High
116239,0,0,1.0,23,27,8669,4.0,23.0,23,0,0.0,0.17391304347826086,-5.75,4334.5,0.1851318178129954,Low
116240,0,0,2.0,10,36,1264,7.0,22.0,22,0,0.0,0.3181818181818182,-7.0,421.3333333333333,0.15046100577092056,Low
116241,4,3,18.0,26,33,8965,7.0,10.0,17,1,0.75,0.7,9.75,471.8421052631579,0.5112167561671791,High
116242,0,0,6.0,8,16,15838,7.0,20.0,20,0,0.0,0.35,2.0,2262.5714285714284,0.3168389907563259,Low
116243,2,0,15.0,19,35,10734,14.0,14.0,14,0,0.0,1.0,6.25,670.875,0.5659320074649731,High
116244,0,0,17.0,22,22,5129,7.0,14.0,30,0,0.0,0.5,11.5,284.94444444444446,0.46573209427778234,High
116245,1,1,7.0,26,37,10260,8.0,17.0,24,1,1.0,0.47058823529411764,-2.25,1282.5,0.28162772378944056,Low
116246,0,0,14.0,14,24,7816,11.0,17.0,34,0,0.0,0.6470588235294118,8.0,521.0666666666667,0.47008681349200493,High
116247,2,2,2.0,17,37,1214,6.0,19.0,19,1,1.0,0.3157894736842105,-7.25,404.6666666666667,0.14591279160967516,Low
116248,3,1,6.0,10,11,14195,5.0,17.0,17,1,0.3333333333333333,0.29411764705882354,3.25,2027.857142857143,0.3116499587216854,Low
116249,1,0,2.0,15,15,12497,8.0,22.0,22,0,0.0,0.36363636363636365,-1.75,4165.666666666667,0.30110683166586905,Low
116250,1,1,0.0,11,12,1639,0.0,21.0,30,1,1.0,0.0,-3.0,1639.0,0.12030636333249771,Low
116251,0,0,17.0,27,38,19082,3.0,19.0,19,0,0.0,0.15789473684210525,7.5,1060.111111111111,0.3090965218923189,Low
116252,4,0,14.0,27,27,8777,10.0,14.0,25,0,0.0,0.7142857142857143,7.25,585.1333333333333,0.4831498326747763,High
116253,4,4,2.0,16,34,8761,11.0,13.0,23,1,1.0,0.8461538461538461,-6.5,2920.3333333333335,0.3751609795527444,Medium
116254,3,2,17.0,17,17,9763,4.0,22.0,30,1,0.6666666666666666,0.18181818181818182,12.75,542.3888888888889,0.38133517214427215,Medium
116255,4,2,10.0,12,35,15733,8.0,16.0,16,1,0.5,0.5,1.25,1430.2727272727273,0.34251242685060684,Medium
116256,1,1,5.0,28,28,18301,3.0,9.0,17,1,1.0,0.3333333333333333,-2.0,3050.1666666666665,0.26889066460544275,Low
116257,2,2,7.0,21,34,8455,7.0,15.0,24,1,1.0,0.4666666666666667,-1.5,1056.875,0.28696641458455197,Low
116258,3,3,19.0,24,24,1906,11.0,18.0,20,1,1.0,0.6111111111111112,13.0,95.3,0.5204330079013584,High
116259,3,1,16.0,16,22,4034,11.0,11.0,11,1,0.3333333333333333,1.0,10.5,237.2941176470588,0.6177135099464705,High
116260,1,0,7.0,14,23,15923,13.0,13.0,27,0,0.0,1.0,1.25,1990.375,0.518539873541127,High
116261,2,2,12.0,12,16,18150,13.0,22.0,29,1,1.0,0.5909090909090909,8.0,1396.1538461538462,0.46599524104067847,High
116262,0,0,13.0,29,29,2283,5.0,12.0,12,0,0.0,0.4166666666666667,5.75,163.07142857142858,0.35605638720767824,Medium
116263,4,3,7.0,26,26,18027,0.0,22.0,27,1,0.75,0.0,0.5,2253.375,0.17918529428149632,Low
116264,3,0,3.0,10,23,17481,7.0,7.0,19,0,0.0,1.0,-2.75,4370.25,0.502758279713657,High
116265,3,2,17.0,17,29,11569,7.0,17.0,17,1,0.6666666666666666,0.4117647058823529,9.75,642.7222222222222,0.417994180346716,Medium
116266,4,4,14.0,14,29,5111,9.0,13.0,17,1,1.0,0.6923076923076923,6.75,340.73333333333335,0.46479481501479497,High
116267,4,1,10.0,19,36,7306,0.0,18.0,26,1,0.25,0.0,1.0,664.1818181818181,0.1595701468178906,Low
116268,0,0,18.0,27,27,3425,2.0,10.0,13,0,0.0,0.2,11.25,180.26315789473685,0.36051037282351023,Medium
116269,3,3,14.0,28,38,5868,12.0,12.0,25,1,1.0,1.0,4.5,391.2,0.5369523481240077,High
116270,0,0,12.0,14,25,2904,7.0,9.0,9,0,0.0,0.7777777777777778,5.75,223.3846153846154,0.4774347493356017,High
116271,3,1,2.0,16,16,18956,11.0,24.0,24,1,0.3333333333333333,0.4583333333333333,-2.0,6318.666666666667,0.3651825506253308,Medium
116272,0,0,19.0,21,25,15642,2.0,7.0,8,0,0.0,0.2857142857142857,12.75,782.1,0.4199734090176557,Medium
116273,3,1,5.0,10,36,18696,6.0,18.0,18,1,0.3333333333333333,0.3333333333333333,-4.0,3116.0,0.2422131347316231,Low
116274,1,1,5.0,5,22,1400,4.0,23.0,23,1,1.0,0.17391304347826086,-0.5,233.33333333333334,0.18950721821966932,Low
116275,4,0,13.0,19,19,2701,6.0,10.0,19,0,0.0,0.6,8.25,192.92857142857142,0.4523887118146331,Medium
116276,3,1,19.0,29,29,9173,4.0,12.0,16,1,0.3333333333333333,0.3333333333333333,11.75,458.65,0.41655183699618387,Medium
116277,2,2,12.0,26,38,15655,4.0,8.0,12,1,1.0,0.5,2.5,1204.2307692307693,0.3560957831686711,Medium
116278,2,2,7.0,17,27,6708,5.0,5.0,28,1,1.0,1.0,0.25,838.5,0.48540012813013567,High
116279,0,0,3.0,23,23,10987,10.0,10.0,30,0,0.0,1.0,-2.75,2746.75,0.4756253307707306,High
116280,2,2,12.0,12,32,4921,6.0,20.0,20,1,1.0,0.3,4.0,378.53846153846155,0.29646296278440926,Low
116281,2,2,10.0,10,13,14815,4.0,8.0,19,1,1.0,0.5,6.75,1346.8181818181818,0.4175065711008303,Medium
116282,1,1,3.0,22,22,11559,12.0,22.0,33,1,1.0,0.5454545454545454,-2.5,2889.75,0.32997230705146224,Medium
116283,0,0,7.0,9,14,6879,14.0,14.0,34,0,0.0,1.0,3.5,859.875,0.5308962494080944,High
116284,1,1,11.0,11,32,3674,0.0,4.0,24,1,1.0,0.0,3.0,306.1666666666667,0.18136455112670957,Low
116285,2,1,14.0,14,32,8468,1.0,14.0,14,1,0.5,0.07142857142857142,6.0,564.5333333333333,0.2511587271743326,Low
116286,0,0,7.0,22,34,13726,7.0,22.0,27,0,0.0,0.3181818181818182,-1.5,1715.75,0.24848299680181105,Low
116288,1,1,5.0,10,11,11989,14.0,14.0,14,1,1.0,1.0,2.25,1998.1666666666667,0.5325589816439654,High
116289,3,3,10.0,13,29,16485,14.0,14.0,31,1,1.0,1.0,2.75,1498.6363636363637,0.531154962763762,High
116290,3,0,14.0,24,38,2378,9.0,9.0,17,0,0.0,1.0,4.5,158.53333333333333,0.5330638770507785,High
116291,2,1,9.0,18,18,2583,8.0,13.0,25,1,0.5,0.6153846153846154,4.5,258.3,0.40652611187174986,Medium
116292,0,0,11.0,11,35,8564,8.0,18.0,31,0,0.0,0.4444444444444444,2.25,713.6666666666666,0.3259064278618051,Medium
116293,1,1,4.0,18,34,18481,6.0,6.0,33,1,1.0,1.0,-4.5,3696.2,0.4671875783404362,High
116294,2,1,0.0,23,25,4389,14.0,16.0,22,1,0.5,0.875,-6.25,4389.0,0.4127938636806774,Medium
116295,3,0,4.0,7,23,18386,11.0,13.0,18,0,0.0,0.8461538461538461,-1.75,3677.2,0.4537824316014339,Medium
116296,4,2,13.0,15,26,11763,9.0,19.0,19,1,0.5,0.47368421052631576,6.5,840.2142857142857,0.3967957374111304,Medium
116297,1,1,6.0,10,15,14033,3.0,7.0,24,1,1.0,0.42857142857142855,2.25,2004.7142857142858,0.3421922190786568,Medium
116298,4,3,17.0,27,27,15094,14.0,14.0,16,1,0.75,1.0,10.25,838.5555555555555,0.6242899454982683,High
116299,4,0,1.0,16,16,1065,3.0,8.0,33,0,0.0,0.375,-3.0,532.5,0.2268138422328069,Low
116300,2,2,9.0,14,21,11644,5.0,24.0,24,1,1.0,0.20833333333333334,3.75,1164.4,0.2755689952926102,Low
116301,4,4,4.0,13,34,3633,4.0,12.0,12,1,1.0,0.3333333333333333,-4.5,726.6,0.1953355407927356,Low
116302,1,1,7.0,13,25,3168,7.0,7.0,31,1,1.0,1.0,0.75,396.0,0.48494923539734264,High
116303,1,0,4.0,6,29,2579,8.0,12.0,29,0,0.0,0.6666666666666666,-3.25,515.8,0.32028474137210666,Medium
116304,4,2,3.0,7,14,5906,2.0,22.0,22,1,0.5,0.09090909090909091,-0.5,1476.5,0.1826158140694992,Low
116305,3,1,6.0,29,31,1534,0.0,13.0,20,1,0.3333333333333333,0.0,-1.75,219.14285714285714,0.11393793248894779,Low
116306,0,0,17.0,26,31,18127,13.0,15.0,15,0,0.0,0.8666666666666667,9.25,1007.0555555555555,0.5687726897115215,High
116307,1,1,1.0,10,19,18820,3.0,10.0,12,1,1.0,0.3,-3.75,9410.0,0.33976351633659235,Medium
116308,0,0,16.0,18,24,5033,9.0,20.0,20,0,0.0,0.45,10.0,296.05882352941177,0.42841784474297784,Medium
116309,2,0,18.0,26,32,7537,7.0,7.0,21,0,0.0,1.0,10.0,396.6842105263158,0.6134328925744628,High
116310,3,3,15.0,18,37,1309,0.0,19.0,19,1,1.0,0.0,5.75,81.8125,0.21580944820478534,Low
116311,4,3,16.0,27,39,11421,7.0,16.0,32,1,0.75,0.4375,6.25,671.8235294117648,0.3784478598826511,Medium
116312,2,0,6.0,28,34,12762,13.0,13.0,27,0,0.0,1.0,-2.5,1823.142857142857,0.46366165188395075,High
116313,2,0,1.0,14,36,3185,13.0,13.0,30,0,0.0,1.0,-8.0,1592.5,0.3834181150942871,Medium
116314,3,2,5.0,22,22,9696,3.0,10.0,14,1,0.6666666666666666,0.3,-0.5,1616.0,0.2546441951477674,Low
116315,3,2,16.0,26,26,5972,14.0,14.0,14,1,0.6666666666666666,1.0,9.5,351.29411764705884,0.6057298604659546,High
116316,0,0,10.0,23,23,2356,7.0,7.0,33,0,0.0,1.0,4.25,214.1818181818182,0.5305216871649562,High
116317,2,1,6.0,9,19,15436,2.0,4.0,26,1,0.5,0.5,1.25,2205.1428571428573,0.35546254183130593,Medium
116318,4,0,7.0,23,23,5524,2.0,12.0,22,0,0.0,0.16666666666666666,1.25,690.5,0.21903777053563966,Low
116319,3,3,5.0,11,36,6263,10.0,24.0,24,1,1.0,0.4166666666666667,-4.0,1043.8333333333333,0.2353595651931701,Low
116320,1,1,1.0,21,37,7470,3.0,15.0,15,1,1.0,0.2,-8.25,3735.0,0.14908602824433861,Low
116321,0,0,9.0,26,26,1708,5.0,22.0,27,0,0.0,0.22727272727272727,2.5,170.8,0.24791534991428446,Low
116322,2,2,18.0,20,32,18085,7.0,18.0,18,1,1.0,0.3888888888888889,10.0,951.8421052631579,0.4190073353525314,Medium
116323,3,1,1.0,24,24,13189,8.0,8.0,16,1,0.3333333333333333,1.0,-5.0,6594.5,0.5086813389599175,High
116324,4,3,7.0,29,29,2943,13.0,13.0,13,1,0.75,1.0,-0.25,367.875,0.4705903038912565,High
116325,3,2,13.0,13,23,1994,6.0,7.0,16,1,0.6666666666666666,0.8571428571428571,7.25,142.42857142857142,0.5233701210073735,High
116326,1,1,12.0,14,39,9824,3.0,23.0,23,1,1.0,0.13043478260869565,2.25,755.6923076923077,0.22193889942045195,Low
116327,1,1,2.0,17,22,3806,0.0,4.0,29,1,1.0,0.0,-3.5,1268.6666666666667,0.10717267624857248,Low
116328,3,1,19.0,19,36,12039,2.0,17.0,17,1,0.3333333333333333,0.11764705882352941,10.0,601.95,0.3227457759656048,Medium
116329,3,0,9.0,28,28,11037,11.0,24.0,32,0,0.0,0.4583333333333333,2.0,1103.7,0.33358231664856136,Medium
116330,3,2,16.0,29,39,9418,1.0,3.0,11,1,0.6666666666666666,0.3333333333333333,6.25,554.0,0.3417564970335088,Medium
116331,1,1,7.0,7,22,11910,14.0,23.0,26,1,1.0,0.6086956521739131,1.5,1488.75,0.3831938419421525,Medium
116332,0,0,12.0,24,26,19084,13.0,18.0,33,0,0.0,0.7222222222222222,5.5,1468.0,0.47624480051623447,High
116333,0,0,8.0,23,23,8802,7.0,20.0,20,0,0.0,0.35,2.25,978.0,0.2988426506225453,Low
116334,2,2,1.0,27,27,12640,14.0,23.0,32,1,1.0,0.6086956521739131,-5.75,6320.0,0.3632422737407097,Medium
116335,0,0,14.0,18,23,5069,10.0,24.0,24,0,0.0,0.4166666666666667,8.25,337.93333333333334,0.39370101111389655,Medium
116336,3,0,9.0,12,37,17348,6.0,9.0,13,0,0.0,0.6666666666666666,-0.25,1734.8,0.3823240996072532,Medium
116337,4,3,7.0,17,21,15995,13.0,14.0,29,1,0.75,0.9285714285714286,1.75,1999.375,0.5018252078135507,High
116338,2,1,15.0,15,31,9669,12.0,12.0,12,1,0.5,1.0,7.25,604.3125,0.5787084621598284,High
116339,0,0,13.0,13,33,4104,12.0,12.0,20,0,0.0,1.0,4.75,293.14285714285717,0.5387857779528624,High
116340,3,3,4.0,25,30,4390,0.0,15.0,23,1,1.0,0.0,-3.5,878.0,0.10064361020584385,Low
116341,0,0,3.0,25,30,5777,12.0,12.0,32,0,0.0,1.0,-4.5,1444.25,0.4295515793431938,Medium
116342,2,1,7.0,14,14,11341,5.0,24.0,24,1,0.5,0.20833333333333334,3.5,1417.625,0.27632882788780255,Low
116343,0,0,18.0,18,23,7857,13.0,16.0,16,0,0.0,0.8125,12.25,413.5263157894737,0.5824643683873342,High
116344,2,2,3.0,19,19,17457,0.0,21.0,21,1,1.0,0.0,-1.75,4364.25,0.18321355951087714,Low
116345,2,0,1.0,20,23,4060,4.0,12.0,34,0,0.0,0.3333333333333333,-4.75,2030.0,0.21364655580624495,Low
116346,2,0,8.0,8,27,3291,1.0,3.0,15,0,0.0,0.3333333333333333,1.25,365.6666666666667,0.2691645079524247,Low
116347,0,0,3.0,20,30,4441,8.0,15.0,28,0,0.0,0.5333333333333333,-4.5,1110.25,0.26841400657363307,Low
116348,2,2,3.0,22,32,9007,6.0,22.0,26,1,1.0,0.2727272727272727,-5.0,2251.75,0.19367833828381587,Low
116349,1,1,15.0,25,25,18697,7.0,9.0,26,1,1.0,0.7777777777777778,8.75,1168.5625,0.5348978208592147,High
116350,0,0,4.0,18,18,8910,14.0,23.0,23,0,0.0,0.6086956521739131,-0.5,1782.0,0.36031704185301855,Medium
116351,4,1,4.0,7,25,7628,4.0,4.0,18,1,0.25,1.0,-2.25,1525.6,0.46216115149995823,High
116352,4,1,19.0,21,21,10752,7.0,7.0,23,1,0.25,1.0,13.75,537.6,0.6678712988496143,High
116353,0,0,5.0,8,28,5234,7.0,21.0,21,0,0.0,0.3333333333333333,-2.0,872.3333333333334,0.23249334976741595,Low
116354,4,3,19.0,19,25,10891,6.0,21.0,22,1,0.75,0.2857142857142857,12.75,544.55,0.4160033246188924,Medium
116355,4,2,19.0,22,30,3612,4.0,4.0,11,1,0.5,1.0,11.5,180.6,0.6306548912286566,High
116356,2,1,6.0,16,26,5411,14.0,14.0,14,1,0.5,1.0,-0.5,773.0,0.47388878443497395,High
116357,2,2,16.0,16,21,6320,7.0,12.0,19,1,1.0,0.5833333333333334,10.75,371.7647058823529,0.4845441999813212,High
116358,2,2,2.0,24,24,1895,12.0,12.0,27,1,1.0,1.0,-4.0,631.6666666666666,0.42291562212751727,Medium
116359,0,0,10.0,11,13,17051,8.0,13.0,13,0,0.0,0.6153846153846154,6.75,1550.090909090909,0.4593653307083992,High
116361,2,2,18.0,18,25,19434,13.0,13.0,18,1,1.0,1.0,11.75,1022.8421052631579,0.6482031910854265,High
116362,2,2,5.0,24,24,16886,8.0,8.0,8,1,1.0,1.0,-1.0,2814.3333333333335,0.5010603813264255,High
116363,3,0,12.0,22,35,18992,14.0,18.0,18,0,0.0,0.7777777777777778,3.25,1460.923076923077,0.463395045063383,High
116364,3,1,19.0,19,38,10173,11.0,11.0,32,1,0.3333333333333333,1.0,9.5,508.65,0.608359690537868,High
116365,3,2,17.0,17,17,15644,0.0,23.0,32,1,0.6666666666666666,0.0,12.75,869.1111111111111,0.32618949797127283,Medium
116366,0,0,18.0,22,22,16896,8.0,15.0,17,0,0.0,0.5333333333333333,12.5,889.2631578947369,0.5008318471557015,High
116367,3,3,5.0,20,20,18007,8.0,8.0,22,1,1.0,1.0,0.0,3001.1666666666665,0.5180717459123702,High
116368,0,0,3.0,22,22,11679,5.0,14.0,15,0,0.0,0.35714285714285715,-2.5,2919.75,0.2677031230725766,Low
116369,3,1,17.0,17,39,15829,13.0,24.0,25,1,0.3333333333333333,0.5416666666666666,7.25,879.3888888888889,0.4305279332980511,Medium
116370,3,3,13.0,28,28,5880,2.0,5.0,25,1,1.0,0.4,6.0,420.0,0.3582670050973511,Medium
116371,1,1,19.0,21,34,1860,1.0,10.0,23,1,1.0,0.1,10.5,93.0,0.3153019762680705,Low
116372,1,1,9.0,24,36,19229,0.0,24.0,24,1,1.0,0.0,0.0,1922.9,0.16671774463106878,Low
116373,4,3,3.0,24,24,11064,5.0,23.0,25,1,0.75,0.21739130434782608,-3.0,2766.0,0.21160526138910993,Low
116374,1,1,2.0,14,20,2360,3.0,3.0,9,1,1.0,1.0,-3.0,786.6666666666666,0.43939496810673795,Medium
116375,2,2,12.0,23,24,5266,7.0,18.0,21,1,1.0,0.3888888888888889,6.0,405.0769230769231,0.35431389758445414,Medium
116376,0,0,17.0,17,29,13398,5.0,6.0,12,0,0.0,0.8333333333333334,9.75,744.3333333333334,0.5602152447007047,High
116377,1,0,19.0,21,36,18133,4.0,23.0,31,0,0.0,0.17391304347826086,10.0,906.65,0.34659344144464904,Medium
116378,0,0,7.0,17,35,18440,2.0,16.0,16,0,0.0,0.125,-1.75,2305.0,0.19046475028550738,Low
116379,4,4,9.0,9,11,9870,1.0,15.0,15,1,1.0,0.06666666666666667,6.25,987.0,0.26010417537115954,Low
116380,4,3,8.0,25,25,3328,14.0,14.0,14,1,0.75,1.0,1.75,369.77777777777777,0.49839988208313607,High
116381,1,1,1.0,17,24,3619,0.0,5.0,26,1,1.0,0.0,-5.0,1809.5,0.09537808835408484,Low
116382,2,2,2.0,14,25,13917,9.0,9.0,19,1,1.0,1.0,-4.25,4639.0,0.48641646472243116,High
116383,0,0,8.0,13,20,13491,1.0,14.0,22,0,0.0,0.07142857142857142,3.0,1499.0,0.22510945278086167,Low
116385,1,1,3.0,26,26,13253,0.0,12.0,22,1,1.0,0.0,-3.5,3313.25,0.14134303362023343,Low
116386,4,4,10.0,10,10,10370,2.0,7.0,19,1,1.0,0.2857142857142857,7.5,942.7272727272727,0.34974124594800204,Medium
116387,4,1,3.0,11,12,1558,6.0,20.0,30,1,0.25,0.3,0.0,389.5,0.24109060332581267,Low
116388,2,2,15.0,15,29,9193,14.0,17.0,17,1,1.0,0.8235294117647058,7.75,574.5625,0.5263321765574284,High
116389,0,0,17.0,17,22,5976,3.0,12.0,12,0,0.0,0.25,11.5,332.0,0.383185182863987,Medium
116390,2,1,17.0,17,24,6261,10.0,19.0,19,1,0.5,0.5263157894736842,11.0,347.8333333333333,0.4686106181619336,High
116391,2,0,3.0,17,31,4801,5.0,17.0,31,0,0.0,0.29411764705882354,-4.75,1200.25,0.1867073586349389,Low
116392,1,1,0.0,8,20,2774,0.0,16.0,16,1,1.0,0.0,-5.0,2774.0,0.11149741650650401,Low
116393,0,0,3.0,11,25,10299,10.0,15.0,22,0,0.0,0.6666666666666666,-3.25,2574.75,0.3546952034762263,Medium
116394,4,1,14.0,19,19,11691,11.0,11.0,19,1,0.25,1.0,9.25,779.4,0.6094124119105317,High
116395,4,1,5.0,14,14,5027,3.0,15.0,15,1,0.25,0.2,1.5,837.8333333333334,0.23608343082365393,Low
116396,1,1,19.0,26,35,19667,2.0,16.0,16,1,1.0,0.125,10.25,983.35,0.3350431742848388,Medium
116397,1,1,4.0,16,16,6316,6.0,10.0,14,1,1.0,0.6,0.0,1263.2,0.35569242500208914,Medium
116398,0,0,10.0,8,16,6318,2.0,16.0,16,0,0.0,0.125,6.0,574.3636363636364,0.26918016021331387,Low
116399,3,1,17.0,19,34,1364,0.0,8.0,26,1,0.3333333333333333,0.0,8.5,75.77777777777777,0.253903036591367,Low
116400,0,0,6.0,20,24,16312,14.0,14.0,14,0,0.0,1.0,0.0,2330.285714285714,0.5068595632035717,High
116401,0,0,11.0,17,39,3108,1.0,23.0,28,0,0.0,0.043478260869565216,1.25,259.0,0.1707634703163167,Low
116402,0,0,0.0,20,21,9748,3.0,16.0,17,0,0.0,0.1875,-5.25,9748.0,0.2870790507228211,Low
116403,4,3,5.0,18,20,5676,11.0,13.0,22,1,0.75,0.8461538461538461,0.0,946.0,0.43244246196270514,Medium
116404,3,1,13.0,13,22,11677,13.0,13.0,13,1,0.3333333333333333,1.0,7.5,834.0714285714286,0.5860205595148563,High
116405,1,1,5.0,15,25,10559,3.0,15.0,31,1,1.0,0.2,-1.25,1759.8333333333333,0.2132980279100861,Low
116407,3,1,3.0,23,23,5523,7.0,12.0,12,1,0.3333333333333333,0.5833333333333334,-2.75,1380.75,0.3139069942341439,Low
116408,1,1,17.0,17,17,10744,6.0,9.0,26,1,1.0,0.6666666666666666,12.75,596.8888888888889,0.5438621718986472,High
116409,4,4,0.0,23,23,1705,7.0,21.0,21,1,1.0,0.3333333333333333,-5.75,1705.0,0.19432606334085403,Low
116410,1,1,3.0,17,31,7875,2.0,5.0,5,1,1.0,0.4,-4.75,1968.75,0.23484512966212642,Low
116411,2,2,3.0,18,34,18614,1.0,12.0,31,1,1.0,0.08333333333333333,-5.5,4653.5,0.1637421311384084,Low
116412,0,0,6.0,16,22,9074,3.0,12.0,15,0,0.0,0.25,0.5,1296.2857142857142,0.24652315196154503,Low
116413,1,1,11.0,11,28,4058,11.0,17.0,17,1,1.0,0.6470588235294118,4.0,338.1666666666667,0.411474518569858,Medium
116414,0,0,16.0,16,16,8382,12.0,12.0,23,0,0.0,1.0,12.0,493.05882352941177,0.6428213432527686,High
116415,1,1,14.0,14,39,13697,6.0,13.0,13,1,1.0,0.46153846153846156,4.25,913.1333333333333,0.36271582321469503,Medium
116416,3,2,0.0,12,38,11645,1.0,14.0,19,1,0.6666666666666666,0.07142857142857142,-9.5,11645.0,0.22106464901494985,Low
116417,2,0,7.0,28,28,6616,11.0,11.0,29,0,0.0,1.0,0.0,827.0,0.48173571070443716,High
116418,3,1,0.0,27,27,4065,11.0,17.0,17,1,0.3333333333333333,0.6470588235294118,-6.75,4065.0,0.32445413612925744,Medium
116419,3,2,10.0,26,26,10107,9.0,10.0,10,1,0.6666666666666666,0.9,3.5,918.8181818181819,0.4985480114506813,High
116420,1,1,0.0,18,26,15400,2.0,14.0,14,1,1.0,0.14285714285714285,-6.5,15400.0,0.3492967515827255,Medium
116421,0,0,2.0,17,20,6957,7.0,21.0,31,0,0.0,0.3333333333333333,-3.0,2319.0,0.24278206038829,Low
116422,4,0,16.0,16,33,18420,14.0,23.0,23,0,0.0,0.6086956521739131,7.75,1083.5294117647059,0.4632270972013048,High
116423,3,0,16.0,20,26,16790,11.0,11.0,18,0,0.0,1.0,9.5,987.6470588235294,0.6163649894235291,High
116424,4,3,18.0,20,20,9055,3.0,18.0,22,1,0.75,0.16666666666666666,13.0,476.57894736842104,0.3786570323506602,Medium
116425,0,0,10.0,10,33,15895,7.0,22.0,24,0,0.0,0.3181818181818182,1.75,1445.0,0.289096942095814,Low
116426,1,1,6.0,15,25,19951,7.0,18.0,32,1,1.0,0.3888888888888889,-0.25,2850.1428571428573,0.30837181548199344,Low
116427,3,1,19.0,26,30,12160,7.0,17.0,17,1,0.3333333333333333,0.4117647058823529,11.5,608.0,0.4417194363748675,Medium
116428,3,3,17.0,29,29,11098,0.0,17.0,17,1,1.0,0.0,9.75,616.5555555555555,0.28030196466207996,Low
116429,3,1,11.0,23,23,5140,6.0,6.0,10,1,0.3333333333333333,1.0,5.25,428.3333333333333,0.5479896103172613,High
116430,3,0,15.0,25,25,9111,7.0,13.0,31,0,0.0,0.5384615384615384,8.75,569.4375,0.4451127888016832,Medium
116431,0,0,3.0,14,30,7559,8.0,8.0,20,0,0.0,1.0,-4.5,1889.75,0.4369970543995989,Medium
116432,4,0,3.0,18,26,19966,7.0,21.0,24,0,0.0,0.3333333333333333,-3.5,4991.5,0.28050210996908165,Low
116433,4,4,10.0,10,18,5890,11.0,11.0,32,1,1.0,1.0,5.5,535.4545454545455,0.5532521093360275,High
116434,2,1,6.0,6,33,12756,8.0,17.0,17,1,0.5,0.47058823529411764,-2.25,1822.2857142857142,0.29064896076254515,Low
116435,1,1,11.0,16,38,13430,3.0,14.0,19,1,1.0,0.21428571428571427,1.5,1119.1666666666667,0.2455471544763974,Low
